;gamintojas;metai;kaina;rida;pavaros;kuras;variklis
3331;Volkswagen Tiguan;2009;7 950 €;272 200 km;Automatinė;Dyzelinas;2.0 l., 103kW
3332;Toyota RAV4;2012;7 950 €;241 000 km;Mechaninė;Dyzelinas;2.2 l., 110kW
3333;Mini Countryman;2011;7 950 €;165 000 km;Mechaninė;Dyzelinas;2.0 l., 105kW
3334;Renault Kadjar;2019;7 950 €;48 000 km;Mechaninė;Benzinas;1.3 l., 103kW
3335;Kia Sportage;2013;7 950 €;283 000 km;Automatinė;Dyzelinas;2.0 l., 100kW
3336;Opel Combo;2019;7 950 €;199 139 km;Mechaninė;Dyzelinas;1.5 l., 56kW
3337;Nissan Qashqai;2014;7 950 €;194 000 km;Mechaninė;Dyzelinas;1.5 l., 81kW
3338;Skoda Fabia;2020;7 986 €;196 000 km;Mechaninė;Benzinas;1.0 l., 70kW
3339;Peugeot 308;2018;7 986 €;173 000 km;Mechaninė;Benzinas;1.2 l., 96kW
3340;Dodge Challenger;2017;7 986 €;137 444 km;Automatinė;Benzinas;3.6 l., 224kW
3341;Microcar Mgo;2019;7 990 €;29 000 km;Automatinė;Dyzelinas;0.5 l., 6kW
3342;Mazda 6;2015;7 990 €;195 000 km;Automatinė;Dyzelinas;2.2 l., 110kW
3343;Volvo XC70;2013;7 990 €;210 000 km;Automatinė;Benzinas;3.0 l., 224kW
3344;Chrysler Pacifica;2017;7 990 €;76 000 km;Automatinė;Benzinas;3.6 l., 214kW
3345;Skoda Superb;2013;7 990 €;205 000 km;Automatinė;Dyzelinas;2.0 l., 125kW
3346;BMW X1;2011;7 990 €;245 000 km;Automatinė;Dyzelinas;2.0 l., 130kW
3347;BMW 218 Gran Tourer;2015;7 990 €;289 000 km;Automatinė;Dyzelinas;2.0 l., 110kW
3348;Mini Countryman;2011;7 990 €;189 000 km;Automatinė;Dyzelinas;2.0 l., 105kW
3349;Mazda 2;2016;7 991 €;122 000 km;Mechaninė;Benzinas;1.5 l., 66kW
3350;Audi A5 Sportback;2011;7 999 €;278 790 km;Automatinė;Dyzelinas;2.0 l., 105kW
3351;Chevrolet Trax;2013;7 999 €;224 158 km;Automatinė;Dyzelinas;1.7 l., 96kW
3352;Toyota Camry;2013;7 999 €;150 755 km;Automatinė;Benzinas / dujos;2.5 l., 131kW
3353;Hyundai H1;2011;7 999 €;283 144 km;Mechaninė;Dyzelinas;2.5 l., 125kW
3354;Ford Transit;2012;7 999 €;280 242 km;Mechaninė;Dyzelinas;2.2 l., 74kW
3355;Volvo V60;2013;7 999 €;274 000 km;Automatinė;Dyzelinas;2.4 l., 158kW
3356;Opel Astra;2019;7 999 €;200 000 km;Mechaninė;Dyzelinas;1.6 l., 81kW
3357;Nissan Juke;2016;7 999 €;195 862 km;Mechaninė;Dyzelinas;1.5 l., 81kW
3358;BMW X1;2011;7 999 €;257 045 km;Automatinė;Dyzelinas;2.0 l., 105kW
3359;Jaguar XF;2011;7 999 €;252 235 km;Automatinė;Dyzelinas;3.0 l., 177kW
3360;Dodge Grand Caravan;2017;7 999 €;130 000 km;Automatinė;Benzinas;3.6 l., 211kW
3361;Nissan Qashqai;2013;7 999 €;195 000 km;Mechaninė;Benzinas;1.6 l., 86kW
3362;Volkswagen Tiguan;2009;7 999 €;103 000 km;Mechaninė;Benzinas;1.4 l., 110kW
3363;Toyota RAV4;2011;7 999 €;190 000 km;Mechaninė;Dyzelinas;2.2 l., 110kW
3364;Volvo V40;2014;7 999 €;260 525 km;Mechaninė;Dyzelinas;2.0 l., 140kW
3365;Mercedes-Benz GLK220;2010;7 999 €;319 790 km;Automatinė;Dyzelinas;2.1 l., 125kW
3366;Skoda Superb;2014;7 999 €;330 000 km;Automatinė;Dyzelinas;2.0 l., 103kW
3367;Seat Leon;2014;7 999 €;269 343 km;Automatinė;Dyzelinas;2.0 l., 110kW
3368;Volkswagen Caddy;2012;7 999 €;178 000 km;Mechaninė;Dyzelinas;2.0 l., 81kW
3369;Audi A4;2012;7 999 €;327 070 km;Automatinė;Dyzelinas;2.0 l., 130kW
3370;Volkswagen Passat;2015;7 999 €;364 000 km;Mechaninė;Dyzelinas;1.6 l., 88kW
3371;Citroen Berlingo;2018;7 999 €;153 177 km;Mechaninė;Dyzelinas;Nenurodyta
3372;Audi A5;2011;8 000 €;256 000 km;Automatinė;Benzinas;2.0 l., 155kW
3373;Audi A4;2012;8 000 €;216 000 km;Mechaninė;Benzinas;1.8 l., 125kW
3374;Skoda Octavia;2017;8 000 €;235 000 km;Mechaninė;Dyzelinas;1.6 l., 66kW
3375;Mazda 2;2017;8 000 €;70 479 km;Mechaninė;Benzinas;1.5 l., 66kW
3376;Mazda 6;2014;8 000 €;281 190 km;Automatinė;Dyzelinas;2.2 l., 110kW
3377;BMW 730;2010;8 000 €;351 866 km;Automatinė;Dyzelinas;3.0 l., 180kW
3378;Audi A5;2011;8 000 €;304 817 km;Automatinė;Dyzelinas;2.7 l., 140kW
3379;BMW 320;2012;8 000 €;251 278 km;Automatinė;Dyzelinas;2.0 l., 135kW
3380;Toyota Prius;2010;8 000 €;242 947 km;Automatinė;Benzinas / elektra;1.8 l., 73kW
3381;Volvo V70;2014;8 000 €;247 853 km;Automatinė;Dyzelinas;1.6 l., 84kW
3382;Mini Cooper;2015;8 000 €;187 971 km;Mechaninė;Dyzelinas;1.6 l., 82kW
3383;Mercedes-Benz B180;2016;8 000 €;220 000 km;Mechaninė;Dyzelinas;1.5 l., 80kW
3384;Volkswagen Passat;2014;8 000 €;370 000 km;Automatinė;Dyzelinas;2.0 l., 130kW
3385;BMW X5;2007;8 000 €;265 326 km;Automatinė;Dyzelinas;3.0 l., 173kW
3386;BMW X5;2008;8 000 €;340 000 km;Automatinė;Benzinas / dujos;3.0 l., 200kW
3387;Renault Talisman;2018;8 000 €;300 000 km;Mechaninė;Dyzelinas;1.5 l., 81kW
3388;Fiat Tipo;2018;8 000 €;88 671 km;Mechaninė;Benzinas;1.4 l., 88kW
3389;Skoda Fabia;2020;8 000 €;157 000 km;Mechaninė;Benzinas;1.0 l., 70kW
3390;Citroen Grand C4 Picasso;2018;8 000 €;233 000 km;Automatinė;Dyzelinas;2.0 l., 110kW
3391;Audi A4;2009;8 000 €;223 829 km;Mechaninė;Dyzelinas;2.0 l., 105kW
3392;Audi A6;2011;8 000 €;Nenurodyta;Automatinė;Dyzelinas;2.0 l., 100kW
3393;BMW 520;2011;8 099 €;285 124 km;Automatinė;Dyzelinas;2.0 l., 135kW
3394;Volvo XC60;2009;8 099 €;325 270 km;Mechaninė;Dyzelinas;2.4 l., 120kW
3395;Kia Sportage;2012;8 100 €;181 000 km;Mechaninė;Benzinas;1.6 l., 99kW
3396;Nissan Qashqai+2;2011;8 100 €;216 147 km;Automatinė;Benzinas;2.0 l., 104kW
3397;Nissan Leaf;2015;8 100 €;146 000 km;Automatinė;Elektra, 24 kWh;80kW
3398;Opel Astra;2017;8 100 €;193 305 km;Mechaninė;Dyzelinas;1.6 l., 100kW
3399;Volkswagen Passat;2013;8 100 €;228 030 km;Mechaninė;Dyzelinas;2.0 l., 103kW
3400;Toyota Avensis;2016;8 100 €;265 000 km;Automatinė;Benzinas;1.8 l., 108kW
3401;Toyota RAV4;2010;8 100 €;225 064 km;Automatinė;Dyzelinas;2.2 l., 110kW
3402;BMW 530;2012;8 100 €;269 853 km;Automatinė;Dyzelinas;3.0 l., 180kW
3403;Mitsubishi Outlander;2015;8 100 €;191 852 km;Mechaninė;Dyzelinas;2.3 l., 110kW
3404;Volkswagen Passat CC;2014;8 100 €;252 021 km;Mechaninė;Dyzelinas;2.0 l., 103kW
3405;Opel Astra;2016;8 100 €;216 599 km;Mechaninė;Dyzelinas;1.6 l., 81kW
3406;Mercedes-Benz C180;2013;8 100 €;243 000 km;Mechaninė;Dyzelinas;2.1 l., 88kW
3407;Toyota Auris;2014;8 100 €;85 000 km;Mechaninė;Dyzelinas;1.4 l., 66kW
3408;Volkswagen Passat;2012;8 100 €;282 919 km;Automatinė;Dyzelinas;1.6 l., 77kW
3409;Audi A6;2011;8 100 €;298 099 km;Automatinė;Dyzelinas;2.0 l., 125kW
3410;Seat Leon;2017;8 107 €;249 562 km;Automatinė;Dyzelinas;1.6 l., 85kW
3411;Hyundai i40;2016;8 150 €;260 000 km;Mechaninė;Dyzelinas;1.7 l., 104kW
3412;Toyota Avensis;2014;8 150 €;169 300 km;Automatinė;Dyzelinas;2.2 l., 110kW
3413;Audi Q5;2010;8 150 €;276 000 km;Automatinė;Dyzelinas;2.0 l., 125kW
3414;Peugeot 308;2019;8 150 €;149 000 km;Automatinė;Benzinas;1.2 l., 96kW
3415;Nissan Juke;2014;8 150 €;123 000 km;Automatinė;Benzinas;1.6 l., 86kW
3416;BMW 525;2012;8 150 €;258 142 km;Automatinė;Dyzelinas;2.0 l., 160kW
3417;Nissan Qashqai;2018;8 150 €;191 000 km;Mechaninė;Dyzelinas;1.5 l., 81kW
3418;Kia Sportage;2015;8 170 €;210 000 km;Mechaninė;Benzinas;1.6 l., 99kW
3419;Ford Galaxy;2014;8 199 €;210 536 km;Mechaninė;Benzinas;1.6 l., 118kW
3420;Opel Zafira;2018;8 199 €;192 000 km;Automatinė;Dyzelinas;2.0 l., 96kW
3421;Volvo XC90;2010;8 199 €;299 000 km;Mechaninė;Dyzelinas;2.4 l., 136kW
3422;Mercedes-Benz C200;2013;8 200 €;188 000 km;Automatinė;Benzinas;1.8 l., 135kW
3423;Volvo XC60;2014;8 200 €;277 000 km;Automatinė;Benzinas;Nenurodyta
3424;Ford Fiesta;2015;8 200 €;40 000 km;Automatinė;Benzinas;1.0 l., 74kW
3425;Volkswagen Caddy;2015;8 200 €;244 000 km;Mechaninė;Dyzelinas;1.6 l., 75kW
3426;Lexus RX 400h;2009;8 200 €;290 000 km;Automatinė;Benzinas / elektra;3.3 l., 155kW
3427;Volkswagen Tiguan;2011;8 200 €;250 147 km;Automatinė;Dyzelinas;2.0 l., 110kW
3428;BMW X1;2014;8 200 €;334 000 km;Automatinė;Dyzelinas;2.0 l., 105kW
3429;Volvo V40;2013;8 200 €;235 000 km;Automatinė;Dyzelinas;2.0 l., 110kW
3430;Opel Mokka;2015;8 200 €;240 000 km;Mechaninė;Dyzelinas;1.7 l., 96kW
3431;Volvo V60;2014;8 200 €;281 826 km;Automatinė;Dyzelinas;2.0 l., 120kW
3432;Volkswagen Sharan;2011;8 200 €;274 000 km;Mechaninė;Dyzelinas;2.0 l., 85kW
3433;Kia Sportage;2012;8 200 €;269 000 km;Automatinė;Dyzelinas;2.0 l., 135kW
3434;BMW 320;2011;8 200 €;322 000 km;Mechaninė;Dyzelinas;2.0 l., 135kW
3435;Opel Insignia;2014;8 200 €;208 000 km;Automatinė;Dyzelinas;2.0 l., 120kW
3436;Land Rover Range Rover Sport;2010;8 200 €;260 000 km;Automatinė;Dyzelinas;3.0 l., 180kW
3437;Ford Courier;2018;8 200 €;139 000 km;Mechaninė;Dyzelinas;1.5 l., 73kW
3438;Peugeot 508;2015;8 200 €;240 000 km;Automatinė;Dyzelinas;2.2 l., 150kW
3439;Volvo V60;2015;8 200 €;243 000 km;Mechaninė;Dyzelinas;1.6 l., 84kW
3440;Toyota Verso;2015;8 200 €;260 052 km;Mechaninė;Dyzelinas;1.6 l., 82kW
3441;Nissan Leaf;2012;8 200 €;43 859 km;Automatinė;Elektra, 24 kWh;80kW
3442;BMW 520;2012;8 200 €;310 256 km;Automatinė;Dyzelinas;2.0 l., 135kW
3443;Volkswagen Golf;2015;8 200 €;220 000 km;Automatinė;Dyzelinas;1.6 l., 81kW
3444;Skoda Fabia;2020;8 200 €;141 500 km;Mechaninė;Benzinas;1.0 l., 70kW
3445;Volkswagen Transporter;2004;8 200 €;360 000 km;Mechaninė;Dyzelinas;1.9 l., 77kW
3446;Opel Vivaro;2008;8 200 €;193 582 km;Mechaninė;Dyzelinas;2.0 l., 84kW
3447;Volkswagen Golf;2014;8 200 €;Nenurodyta;Mechaninė;Dyzelinas;Nenurodyta
3448;Peugeot 208;2015;8 200 €;111 000 km;Automatinė;Benzinas;1.2 l., 81kW
3449;Volkswagen Golf;2013;8 200 €;254 426 km;Mechaninė;Dyzelinas;1.2 l., 77kW
3450;Volkswagen Passat;2012;8 200 €;228 037 km;Mechaninė;Dyzelinas;2.0 l., 103kW
3451;Volvo S60;2013;8 200 €;234 628 km;Automatinė;Dyzelinas;2.4 l., 151kW
3452;Honda Civic;2012;8 222 €;190 000 km;Mechaninė;Dyzelinas;2.2 l., 110kW
3453;Peugeot 308;2019;8 228 €;206 454 km;Mechaninė;Dyzelinas;1.5 l., 96kW
3454;BMW 320;2013;8 250 €;255 600 km;Mechaninė;Dyzelinas;2.0 l., 120kW
3455;BMW X1;2012;8 250 €;227 581 km;Automatinė;Dyzelinas;2.0 l., 135kW
3456;BMW X1;2014;8 250 €;270 506 km;Automatinė;Dyzelinas;2.0 l., 105kW
3457;Mini Cooper SD;2014;8 250 €;177 000 km;Mechaninė;Dyzelinas;2.0 l., 105kW
3458;Volkswagen Golf;2014;8 250 €;102 000 km;Mechaninė;Dyzelinas;1.6 l., 81kW
3459;Ford EcoSport;2018;8 250 €;71 000 km;Mechaninė;Benzinas;1.0 l., 90kW
3460;BMW 525;2012;8 250 €;270 321 km;Automatinė;Dyzelinas;2.0 l., 160kW
3461;Volvo V40;2015;8 250 €;280 000 km;Mechaninė;Dyzelinas;2.0 l., 88kW
3462;Volvo V40;2015;8 250 €;300 000 km;Mechaninė;Dyzelinas;2.0 l., 88kW
3463;Mazda CX-5;2013;8 300 €;163 000 km;Mechaninė;Dyzelinas;2.2 l., 110kW
3464;BMW 116;2015;8 300 €;112 999 km;Mechaninė;Dyzelinas;1.6 l., 85kW
3465;Volkswagen Golf Sportsvan;2015;8 300 €;220 000 km;Mechaninė;Dyzelinas;1.6 l., 81kW
3466;Volvo V40;2014;8 300 €;209 000 km;Automatinė;Dyzelinas;1.6 l., 85kW
3467;Volvo S80;2012;8 300 €;290 000 km;Automatinė;Dyzelinas;2.0 l., 120kW
3468;BMW X5;2007;8 300 €;263 413 km;Automatinė;Dyzelinas;3.0 l., 173kW
3469;BMW 216 Active Tourer;2016;8 300 €;106 000 km;Mechaninė;Dyzelinas;1.5 l., 85kW
3470;Audi A6;2014;8 300 €;350 000 km;Mechaninė;Dyzelinas;3.0 l., 150kW
3471;Peugeot 508;2017;8 300 €;198 000 km;Automatinė;Dyzelinas;1.6 l., 88kW
3472;Volkswagen Passat;2013;8 300 €;330 519 km;Automatinė;Dyzelinas;2.0 l., 130kW
3473;Volkswagen Multivan;2004;8 300 €;347 000 km;Mechaninė;Dyzelinas;2.5 l., 128kW
3474;Infiniti FX30;2011;8 300 €;335 000 km;Automatinė;Dyzelinas;3.0 l., 175kW
3475;Audi A5;2010;8 300 €;206 000 km;Automatinė;Benzinas;2.0 l., 132kW
3476;Honda CR-V;2011;8 300 €;262 715 km;Automatinė;Dyzelinas;2.2 l., 110kW
3477;Audi TT;2009;8 300 €;323 000 km;Mechaninė;Dyzelinas;2.0 l., 125kW
3478;Kia cee'd;2015;8 300 €;73 800 km;Mechaninė;Dyzelinas;1.6 l., 81kW
3479;Peugeot 308;2020;8 349 €;133 400 km;Mechaninė;Benzinas;1.2 l., 81kW
3480;Skoda Fabia;2020;8 349 €;182 000 km;Mechaninė;Benzinas;1.0 l., 70kW
3481;Skoda Fabia;2021;8 349 €;203 000 km;Mechaninė;Benzinas;1.0 l., 70kW
3482;Renault Megane;2019;8 349 €;206 000 km;Mechaninė;Benzinas;1.3 l., 85kW
3483;Renault Megane;2018;8 349 €;157 000 km;Mechaninė;Benzinas;1.3 l., 85kW
3484;Peugeot 308;2018;8 349 €;222 000 km;Mechaninė;Dyzelinas;1.5 l., 96kW
3485;Opel Astra;2018;8 349 €;213 000 km;Mechaninė;Dyzelinas;1.6 l., 100kW
3486;Opel Astra;2018;8 349 €;197 000 km;Mechaninė;Dyzelinas;1.6 l., 100kW
3487;Opel Astra;2019;8 349 €;188 000 km;Mechaninė;Benzinas;1.0 l., 77kW
3488;Mercedes-Benz GLK220;2010;8 350 €;268 657 km;Automatinė;Dyzelinas;2.1 l., 125kW
3489;Hyundai i40;2015;8 350 €;175 070 km;Automatinė;Dyzelinas;1.7 l., 100kW
3490;Toyota Auris;2010;8 350 €;163 858 km;Automatinė;Benzinas / elektra;1.8 l., 73kW
3491;Audi A4;2011;8 350 €;274 000 km;Automatinė;Dyzelinas;2.0 l., 105kW
3492;Toyota Land Cruiser;2003;8 350 €;289 510 km;Automatinė;Dyzelinas;3.0 l., 122kW
3493;Toyota Auris;2016;8 350 €;92 000 km;Automatinė;Benzinas / elektra;1.8 l., 73kW
3494;Chevrolet Captiva;2013;8 350 €;172 000 km;Mechaninė;Dyzelinas;2.2 l., 135kW
3495;Volvo XC60;2011;8 350 €;308 000 km;Automatinė;Dyzelinas;2.4 l., 151kW
3496;Volkswagen Transporter;2007;8 350 €;284 000 km;Mechaninė;Dyzelinas;1.9 l., 77kW
3497;Opel Insignia;2016;8 350 €;236 000 km;Automatinė;Dyzelinas;2.0 l., 125kW
3498;Audi A6;2011;8 350 €;Nenurodyta;Automatinė;Dyzelinas;3.0 l., 180kW
3499;Opel Mokka X;2017;8 350 €;205 000 km;Automatinė;Dyzelinas;1.6 l., 100kW
3500;Nissan Qashqai;2015;8 390 €;260 000 km;Mechaninė;Dyzelinas;1.5 l., 81kW
3501;Opel Mokka;2022;8 399 €;55 969 km;Automatinė;Elektra, 50 kWh;100kW
3502;BMW X1;2013;8 400 €;198 000 km;Automatinė;Dyzelinas;2.0 l., 105kW
3503;Skoda Fabia;2018;8 400 €;19 045 km;Mechaninė;Benzinas;1.0 l., 44kW
3504;BMW 320;2013;8 400 €;280 000 km;Automatinė;Dyzelinas;2.0 l., 135kW
3505;BMW 320;2014;8 400 €;339 800 km;Automatinė;Dyzelinas;2.0 l., 135kW
3506;Audi A4;2013;8 400 €;213 703 km;Automatinė;Benzinas;2.0 l., 155kW
3507;Opel Insignia;2018;8 400 €;301 000 km;Mechaninė;Dyzelinas;1.6 l., 100kW
3508;Opel Crossland X;2018;8 400 €;265 000 km;Mechaninė;Dyzelinas;1.5 l., 75kW
3509;Volvo XC60;2012;8 400 €;282 855 km;Mechaninė;Dyzelinas;2.0 l., 120kW
3510;Renault Zoe;2017;8 400 €;179 000 km;Automatinė;Elektra;68kW
3511;Mazda 6;2015;8 400 €;341 000 km;Mechaninė;Dyzelinas;2.2 l., 110kW
3512;Subaru Outback;2015;8 400 €;166 000 km;Automatinė;Benzinas;2.5 l., 129kW
3513;Mercedes-Benz E200;2010;8 400 €;228 000 km;Automatinė;Benzinas;1.8 l., 135kW
3514;BMW X1;2012;8 400 €;251 000 km;Automatinė;Dyzelinas;2.0 l., 105kW
3515;Mazda 6;2014;8 400 €;Nenurodyta;Automatinė;Dyzelinas;Nenurodyta
3516;BMW 330;2011;8 444 €;230 000 km;Mechaninė;Dyzelinas;3.0 l., 180kW
3517;Lancia Voyager;2013;8 450 €;268 000 km;Automatinė;Dyzelinas;2.8 l., 131kW
3518;Nissan Juke;2016;8 450 €;150 000 km;Mechaninė;Benzinas;1.2 l., 85kW
3519;Renault Trafic;2007;8 450 €;280 000 km;Mechaninė;Dyzelinas;2.0 l., 85kW
3520;Toyota RAV4;2011;8 450 €;239 000 km;Automatinė;Dyzelinas;2.2 l., 110kW
3521;Volvo XC60;2012;8 450 €;256 344 km;Automatinė;Benzinas;3.2 l., 176kW
3522;Alfa Romeo Giulietta;2018;8 450 €;188 585 km;Automatinė;Dyzelinas;1.6 l., 88kW
3523;BMW 525;2010;8 450 €;296 000 km;Automatinė;Dyzelinas;3.0 l., 150kW
3524;Volvo XC60;2010;8 450 €;262 828 km;Mechaninė;Dyzelinas;Nenurodyta
3525;Peugeot 308;2021;8 450 €;161 956 km;Mechaninė;Benzinas;1.2 l., 96kW
3526;Audi A4;2013;8 450 €;340 000 km;Mechaninė;Dyzelinas;2.0 l., 105kW
3527;Opel Astra;2019;8 469 €;139 000 km;Mechaninė;Dyzelinas;1.6 l., 81kW
3528;Nissan e-NV200;2015;8 470 €;111 226 km;Automatinė;Elektra, 24 kWh;80kW
3529;Citroen Berlingo;2018;8 470 €;137 516 km;Mechaninė;Dyzelinas;1.6 l., 73kW
3530;Mazda CX-5;2013;8 499 €;183 293 km;Mechaninė;Dyzelinas;2.2 l., 110kW
3531;Mazda CX-5;2013;8 499 €;244 181 km;Automatinė;Dyzelinas;2.2 l., 110kW
3532;Citroen Grand C4 Picasso;2018;8 499 €;219 948 km;Mechaninė;Dyzelinas;1.6 l., 88kW
3533;Mercedes-Benz E220;2010;8 499 €;282 000 km;Automatinė;Dyzelinas;2.1 l., 125kW
3534;Nissan Leaf;2016;8 499 €;73 281 km;Automatinė;Elektra, 30 kWh;80kW
3535;Mercedes-Benz E350;2011;8 499 €;239 000 km;Automatinė;Dyzelinas;3.0 l., 195kW
3536;Jeep Renegade;2015;8 499 €;250 000 km;Mechaninė;Dyzelinas;2.0 l., 103kW
3537;Lexus RX 400h;2007;8 499 €;229 540 km;Automatinė;Benzinas / elektra;3.3 l., 200kW
3538;Audi S4;2011;8 499 €;283 221 km;Mechaninė;Benzinas;3.0 l., 245kW
3539;Mitsubishi L200;2016;8 500 €;134 000 km;Mechaninė;Dyzelinas;Nenurodyta
3540;Nissan X-Trail;2013;8 500 €;169 774 km;Mechaninė;Dyzelinas;2.0 l., 110kW
3541;Toyota Yaris;2018;8 500 €;150 780 km;Mechaninė;Benzinas;1.5 l., 82kW
3542;Toyota Yaris;2018;8 500 €;156 344 km;Mechaninė;Benzinas;1.5 l., 82kW
3543;Toyota Yaris;2018;8 500 €;151 942 km;Mechaninė;Benzinas;1.5 l., 82kW
3544;Toyota Yaris;2018;8 500 €;145 798 km;Mechaninė;Benzinas;1.5 l., 82kW
3545;Jaguar XF;2015;8 500 €;254 000 km;Automatinė;Dyzelinas;2.2 l., 120kW
3546;BMW 520;2012;8 500 €;283 000 km;Automatinė;Dyzelinas;2.0 l., 135kW
3547;BMW 320;2013;8 500 €;316 100 km;Automatinė;Dyzelinas;2.0 l., 135kW
3548;Volvo XC60;2011;8 500 €;280 000 km;Automatinė;Dyzelinas;2.0 l., 120kW
3549;Seat Leon;2019;8 500 €;158 000 km;Automatinė;Dyzelinas;1.6 l., 85kW
3550;Volkswagen Up;2017;8 500 €;93 165 km;Automatinė;Elektra;60kW
3551;Audi A5 Sportback;2012;8 500 €;258 321 km;Mechaninė;Benzinas;1.8 l., 125kW
3552;BMW 535 Gran Turismo;2011;8 500 €;241 000 km;Automatinė;Benzinas;3.0 l., 225kW
3553;Volkswagen Golf Sportsvan;2016;8 500 €;197 405 km;Mechaninė;Dyzelinas;1.6 l., 81kW
3554;Seat Leon;2014;8 500 €;240 071 km;Mechaninė;Dyzelinas;1.6 l., 81kW
3555;Ford Focus;2018;8 500 €;109 257 km;Automatinė;Dyzelinas;1.5 l., 88kW
3556;Hyundai i40;2018;8 500 €;218 000 km;Mechaninė;Dyzelinas;1.7 l., 104kW
3557;Volvo V60;2015;8 500 €;282 298 km;Automatinė;Dyzelinas / elektra;2.4 l., 212kW
3558;Volvo V60;2015;8 500 €;282 298 km;Automatinė;Dyzelinas;2.4 l., 162kW
3559;Audi A6;2012;8 500 €;275 963 km;Automatinė;Dyzelinas;3.0 l., 150kW
3560;Nissan Leaf;2016;8 500 €;30 200 km;Automatinė;Elektra;80kW
3561;Nissan Juke;2015;8 500 €;153 325 km;Mechaninė;Benzinas;1.2 l., 85kW
3562;BMW X3;2013;8 500 €;236 240 km;Automatinė;Benzinas;2.0 l., 177kW
3563;Nissan Qashqai;2014;8 500 €;241 000 km;Mechaninė;Dyzelinas;1.6 l., 96kW
3564;Volvo V70;2012;8 500 €;243 000 km;Automatinė;Dyzelinas;2.0 l., 120kW
3565;Volkswagen Touran;2016;8 500 €;185 000 km;Mechaninė;Dyzelinas;1.6 l., 81kW
3566;BMW Z4;2007;8 500 €;230 000 km;Mechaninė;Benzinas;2.0 l., 110kW
3567;Toyota Yaris;2016;8 500 €;189 500 km;Automatinė;Benzinas / elektra;1.5 l., 74kW
3568;Fiat Talento;2019;8 500 €;248 000 km;Mechaninė;Dyzelinas;1.6 l., 88kW
3569;Volkswagen Jetta;2014;8 500 €;215 472 km;Automatinė;Benzinas;1.4 l., 110kW
3570;BMW 520;2011;8 500 €;318 240 km;Automatinė;Dyzelinas;2.0 l., 135kW
3571;Opel Insignia;2016;8 500 €;298 607 km;Mechaninė;Dyzelinas;1.6 l., 100kW
3572;Ford Transit Custom;2016;8 500 €;215 000 km;Mechaninė;Dyzelinas;2.0 l., 95kW
3573;Opel Movano;2012;8 500 €;270 945 km;Mechaninė;Dyzelinas;2.3 l., 92kW
3574;Audi A5;2008;8 500 €;290 780 km;Automatinė;Dyzelinas;2.7 l., 120kW
3575;Land Rover Discovery Sport;2015;8 500 €;189 000 km;Automatinė;Dyzelinas;2.2 l., 140kW
3576;BMW X3;2011;8 500 €;274 000 km;Mechaninė;Dyzelinas;2.0 l., 135kW
3577;Opel Insignia;2014;8 500 €;227 207 km;Automatinė;Dyzelinas;2.0 l., 143kW
3578;Volkswagen Jetta;2015;8 500 €;137 969 km;Automatinė;Benzinas / dujos;2.0 l., 85kW
3579;Volvo V70;2013;8 550 €;199 878 km;Mechaninė;Dyzelinas;1.6 l., 85kW
3580;BMW 520;2012;8 550 €;195 235 km;Mechaninė;Dyzelinas;2.0 l., 135kW
3581;Toyota RAV4;2012;8 550 €;263 000 km;Automatinė;Dyzelinas;2.2 l., 110kW
3582;Volvo V60;2014;8 555 €;200 000 km;Mechaninė;Dyzelinas;2.0 l., 100kW
3583;Toyota Corolla;2015;8 590 €;170 000 km;Mechaninė;Benzinas;1.6 l., 97kW
3584;Renault Captur;2016;8 590 €;183 326 km;Mechaninė;Dyzelinas;1.5 l., 81kW
3585;Volkswagen Tiguan;2013;8 591 €;248 000 km;Automatinė;Benzinas;2.0 l., 147kW
3586;Seat Alhambra;2014;8 599 €;290 000 km;Mechaninė;Dyzelinas;2.0 l., 103kW
3587;Audi Q5;2011;8 600 €;337 092 km;Mechaninė;Dyzelinas;2.0 l., 105kW
3588;Honda CR-V;2011;8 600 €;280 125 km;Automatinė;Dyzelinas;2.2 l., 110kW
3589;Audi Q7;2008;8 600 €;405 619 km;Automatinė;Dyzelinas;3.0 l., 176kW
3590;Ford Transit Courier;2016;8 600 €;170 000 km;Mechaninė;Benzinas;1.0 l., 74kW
3591;Audi Q7;2013;8 600 €;320 260 km;Automatinė;Benzinas;3.0 l., 245kW
3592;Skoda Rapid;2018;8 600 €;114 000 km;Automatinė;Benzinas;1.0 l., 70kW
3593;Audi A6;2012;8 600 €;309 015 km;Automatinė;Dyzelinas;3.0 l., 150kW
3594;Audi A6;2012;8 600 €;313 410 km;Automatinė;Dyzelinas;3.0 l., 150kW
3595;Volkswagen Tiguan;2014;8 600 €;250 000 km;Mechaninė;Dyzelinas;2.0 l., 103kW
3596;Peugeot 308;2021;8 600 €;114 369 km;Mechaninė;Benzinas;1.2 l., 81kW
3597;Nissan Juke;2014;8 600 €;78 500 km;Mechaninė;Benzinas;1.6 l., 86kW
3598;Mitsubishi Outlander;2013;8 600 €;190 000 km;Automatinė;Dyzelinas;2.2 l., 110kW
3599;Peugeot Boxer;2014;8 600 €;502 000 km;Mechaninė;Dyzelinas;2.2 l., 96kW
3600;Suzuki SX4 S-Cross;2014;8 600 €;242 000 km;Mechaninė;Benzinas;1.6 l., 88kW
3601;Jaguar XF;2014;8 600 €;183 000 km;Automatinė;Dyzelinas;2.2 l., 120kW
